city_std,city_clean,n_extreme_events,total_reports,total_affected_grids,baseline_value,baseline_total,stress_value,stress_total,mean_peak_rain,max_peak_rain,mean_tail_weight,max_tail_weight,metric,metric_label,unit,value_scale,baseline_ratio,stress_ratio,baseline_value_plot,stress_value_plot,gdp_per_capita,region,gdp_missing,city_label,baseline_rank_value,stress_rank_value,baseline_rank_ratio,stress_rank_ratio,emerging_value_flag,emerging_ratio_flag
保定,保定市,3,55.0,31,26.932145437990933,40.316874927362136,26.932145437990933,40.316874927362136,67.2603530883789,68.80370330810547,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,66.80117317255834,66.80117317255834,26.932145437990933,26.932145437990933,29033.0,华北,False,Baoding,110.0,115.0,133.0,135.0,False,False
信阳,信阳市,2,24.0,14,16.339064176026966,19.70422875982658,21.912802721634645,26.06404664165008,86.65858840942383,97.2115707397461,1.616796566206616,2.0,road_outside,Road outside historical hotspots,km,1.0,82.92161228527458,84.07291094475794,16.339064176026966,21.912802721634645,44962.0,华中,False,Xinyang,133.0,127.0,79.0,79.0,False,False
儋州,儋州市,1,8.0,5,3.033560678583777,3.033560678583777,5.257919700298162,5.257919700298162,87.1983413696289,87.1983413696289,1.733250215635321,1.733250215635321,road_outside,Road outside historical hotspots,km,1.0,100.0,100.0,3.033560678583777,5.257919700298162,40842.0,华南,False,Danzhou,169.0,163.0,31.0,26.0,False,False
六安,六安市,3,188.0,68,168.49605169698265,181.4332049594903,168.49605169698265,181.4332049594903,58.96197001139323,67.09221649169922,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,92.8694677110531,92.8694677110531,168.49605169698265,168.49605169698265,38028.0,华东,False,Luan,36.0,40.0,50.0,51.0,False,False
兰州,兰州市,2,543.0,72,198.1588598005252,232.70697570960738,198.1588598005252,232.70697570960738,23.5462007522583,24.49703025817871,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,85.1538116535903,85.1538116535903,198.1588598005252,198.1588598005252,66058.0,西北,False,Lanzhou,32.0,35.0,73.0,73.0,False,False
北京,北京,6,2572.0,805,1428.358418033985,1881.4438530734133,1513.7517426405043,1998.0496695864458,62.35361289978027,74.80223083496094,1.0448108909420173,1.1748843779198914,road_outside,Road outside historical hotspots,km,1.0,75.9182058874999,75.7614670787348,1428.358418033985,1513.7517426405043,164927.0,华北,False,Beijing,2.0,2.0,104.0,105.0,False,False
北海,北海市,3,45.0,28,59.737821821829954,123.61061713621174,99.72988794342469,189.4506494879236,80.8943099975586,100.46524047851562,1.5763172569736923,2.0,road_outside,Road outside historical hotspots,km,1.0,48.32741976848342,52.64161839138054,59.737821821829954,99.72988794342469,69022.0,华南,False,Beihai,71.0,61.0,166.0,162.0,False,False
南京,南京市,6,294.0,152,291.3169122343537,529.6691452433485,311.4605862242534,573.4471108192963,59.54927062988281,82.61363220214844,1.0877897107233996,1.5267382643403973,road_outside,Road outside historical hotspots,km,1.0,54.99978899101487,54.31374233959657,291.3169122343537,311.4605862242534,158991.0,华东,False,Nanjing,23.0,25.0,161.0,161.0,False,False
南充,南充市,1,22.0,12,22.252707404619944,23.90064743890377,22.252707404619944,23.90064743890377,51.04774856567384,51.04774856567384,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,93.10504019400986,93.10504019400986,22.252707404619944,22.252707404619944,42800.0,西南,False,Nanchong,118.0,126.0,48.0,49.0,False,False
南宁,南宁市,6,281.0,127,254.52194532607703,385.2513483605995,329.03639417060367,504.4222118675497,78.3320738474528,113.52899169921876,1.298562774275144,2.0,road_outside,Road outside historical hotspots,km,1.0,66.06646450665805,65.2303539434543,254.52194532607703,329.03639417060367,54015.0,华南,False,Nanning,25.0,22.0,141.0,145.0,False,False
南平,南平市,1,22.0,9,7.5608624964701185,7.5608624964701185,7.5608624964701185,7.5608624964701185,69.65949249267578,69.65949249267578,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,100.0,100.0,7.5608624964701185,7.5608624964701185,74902.0,华东,False,Nanping,157.0,158.0,22.0,23.0,False,False
南昌,南昌市,6,748.0,282,512.3173031789668,1099.1355280934085,816.6445546863225,1632.501605125723,72.98107210795085,94.73480224609376,1.3825298171954765,2.0,road_outside,Road outside historical hotspots,km,1.0,46.61093105302918,50.02411955505739,512.3173031789668,816.6445546863225,91781.0,华东,False,Nanchang,13.0,7.0,171.0,167.0,True,False
南通,南通市,1,14.0,10,23.764445801065165,23.764445801065165,30.565224359684496,30.565224359684496,77.27294921875,77.27294921875,1.2861745068893846,1.2861745068893846,road_outside,Road outside historical hotspots,km,1.0,100.0,100.0,23.764445801065165,30.565224359684496,129835.0,华东,False,Nantong,117.0,113.0,9.0,7.0,False,False
南阳,南阳市,3,172.0,52,106.69780666498865,138.4653776360745,106.69780666498865,138.4653776360745,49.92011260986328,70.75160217285156,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,77.05739043692218,77.05739043692218,106.69780666498865,106.69780666498865,40389.0,华中,False,Nanyang,54.0,58.0,98.0,99.0,False,False
厦门,厦门市,7,368.0,112,193.53234394927853,495.31937855037853,198.98930771298586,513.8489330400433,48.129429408482146,88.93655395507812,1.1159350890271102,1.8115456231897722,road_outside,Road outside historical hotspots,km,1.0,39.07223345787076,38.72525462604765,193.53234394927853,198.98930771298586,123243.0,华东,False,Xiamen,33.0,34.0,174.0,174.0,False,False
台州,台州市,1,217.0,108,287.174721201378,290.8875298556535,574.349442402756,581.775059711307,113.9600067138672,113.9600067138672,2.0,2.0,road_outside,Road outside historical hotspots,km,1.0,98.72362742530836,98.72362742530836,287.174721201378,574.349442402756,79377.0,华东,False,Taizhou,24.0,16.0,39.0,39.0,False,False
合肥,合肥市,3,240.0,79,203.71062231135812,317.3021513388592,203.71062231135812,317.3021513388592,66.79465993245442,68.9690933227539,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,64.20083237753018,64.20083237753018,203.71062231135812,203.71062231135812,107211.0,华东,False,Hefei,31.0,33.0,148.0,147.0,False,False
吉安,吉安市,1,26.0,15,24.875030173932508,24.875030173932508,24.875030173932508,24.875030173932508,51.74658203125,51.74658203125,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,100.0,100.0,24.875030173932508,24.875030173932508,48535.0,华东,False,Jian,113.0,121.0,6.0,9.0,False,False
吉林,吉林市,2,47.0,23,59.255560350765435,74.64804236756521,59.255560350765435,74.64804236756521,37.55934143066406,40.41184997558594,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,79.37992540915198,79.37992540915198,59.255560350765435,59.255560350765435,20079.0,东北,False,Jilin,72.0,78.0,89.0,89.0,False,False
周口,周口市,1,19.0,16,40.19560741796749,43.33047349673953,76.27246691355448,82.22097682871215,90.84552001953124,90.84552001953124,1.8975323875678165,1.8975323875678165,road_outside,Road outside historical hotspots,km,1.0,92.76521619592287,92.76521619592287,40.19560741796749,76.27246691355448,36221.0,华中,False,Zhoukou,88.0,70.0,52.0,53.0,False,False
呼伦贝尔,呼伦贝尔市,1,1.0,1,1.014072046741782,1.014072046741782,1.014072046741782,1.014072046741782,53.30622100830078,53.30622100830078,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,100.0,100.0,1.014072046741782,1.014072046741782,52330.0,华北,False,Hulunbeier,175.0,175.0,34.0,34.0,False,False
呼和浩特,呼和浩特市,3,104.0,72,214.788698359816,233.3839100245745,214.788698359816,233.3839100245745,45.678393046061196,49.11623764038086,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,92.03235061800083,92.03235061800083,214.788698359816,214.788698359816,81179.0,华北,False,Huhehaote,29.0,32.0,55.0,56.0,False,False
咸宁,咸宁市,2,83.0,33,26.978140800817748,34.68331106588911,27.220158483616125,35.00439956589919,51.923038482666016,71.56754302978516,1.014591145843088,1.0291822916861764,road_outside,Road outside historical hotspots,km,1.0,77.78421370891154,77.76210653855532,26.978140800817748,27.220158483616125,56890.0,华中,False,Xianning,109.0,114.0,92.0,93.0,False,False
咸阳,咸阳市,2,31.0,19,36.837717563037046,43.18302464193448,36.837717563037046,43.18302464193448,40.37395095825195,47.83387756347656,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,85.30601519575916,85.30601519575916,36.837717563037046,36.837717563037046,55677.0,西北,False,Xianyang,96.0,101.0,72.0,72.0,False,False
哈尔滨,哈尔滨市,2,53.0,43,107.02593013794929,129.5844633832004,125.88991077934179,150.49814226404814,82.74348831176758,98.58970642089844,1.5,2.0,road_outside,Road outside historical hotspots,km,1.0,82.59163741061906,83.64881378965373,107.02593013794929,125.88991077934179,51786.0,东北,False,Haerbin,53.0,49.0,83.0,80.0,False,False
唐山,唐山市,2,27.0,27,49.7675017440152,58.47810662858952,97.64522063995796,115.0664304091066,92.31704330444336,93.4897689819336,1.9554956584780514,2.0,road_outside,Road outside historical hotspots,km,1.0,85.1045025450332,84.85986772405352,49.7675017440152,97.64522063995796,93405.0,华北,False,Tangshan,81.0,63.0,74.0,76.0,False,False
商丘,商丘市,4,330.0,101,120.55136338994855,209.80624736747407,122.25312158776349,213.67204412539655,62.73172378540039,73.09719848632812,1.0245208821832663,1.098083528733065,road_outside,Road outside historical hotspots,km,1.0,57.45842409487633,57.215309605976095,120.55136338994855,122.25312158776349,37408.0,华中,False,Shangqiu,46.0,51.0,157.0,159.0,False,False
嘉兴,嘉兴市,2,16.0,11,19.54818232851581,19.54818232851581,19.54818232851581,19.54818232851581,57.63397789001465,59.53095626831056,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,100.0,100.0,19.54818232851581,19.54818232851581,101839.0,华东,False,Jiaxing,126.0,129.0,11.0,11.0,False,False
大庆,大庆市,1,12.0,10,19.361536726361564,19.361536726361564,19.361536726361564,19.361536726361564,51.94760894775391,51.94760894775391,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,100.0,100.0,19.361536726361564,19.361536726361564,82773.0,东北,False,Daqing,127.0,131.0,12.0,13.0,False,False
大连,大连市,3,597.0,235,397.49692354335036,616.6823695457399,588.8103441971341,860.3064246343866,69.01069895426433,86.8176040649414,1.2387001415666488,1.7161004246999463,road_outside,Road outside historical hotspots,km,1.0,64.45731922515546,68.4419327040789,397.49692354335036,588.8103441971341,94368.0,东北,False,Dalian,18.0,12.0,146.0,125.0,False,False
天津,天津,5,1087.0,411,853.5394515693039,1298.9088767088315,1462.5840456878686,2205.7654966841965,78.76815490722656,93.4897689819336,1.4628955661102894,2.0,road_outside,Road outside historical hotspots,km,1.0,65.7120346834489,66.30732269076151,853.5394515693039,1462.5840456878686,101541.0,华北,False,Tianjin,5.0,3.0,142.0,137.0,False,False
太原,太原市,4,631.0,237,583.8606672203945,880.9465532587354,583.8606672203945,880.9465532587354,32.626954078674316,44.09000015258789,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,66.27651417224101,66.27651417224101,583.8606672203945,583.8606672203945,78069.0,华北,False,Taiyuan,10.0,14.0,136.0,138.0,False,False
威海,威海市,1,32.0,20,68.5737831412398,75.82489111203449,68.5737831412398,75.82489111203449,61.84230041503906,61.84230041503906,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,90.4370347725513,90.4370347725513,68.5737831412398,68.5737831412398,103704.0,华东,False,Weihai,66.0,74.0,59.0,59.0,False,False
孝感,孝感市,2,99.0,34,21.5214905706846,30.016807362683267,23.33613254414363,33.40199871365307,68.45417594909668,78.00809478759766,1.1596440665775063,1.3192881331550126,road_outside,Road outside historical hotspots,km,1.0,71.6981333512504,69.8644795007581,21.5214905706846,23.33613254414363,52984.0,华中,False,Xiaogan,122.0,125.0,114.0,119.0,False,False
宁德,宁德市,2,30.0,13,16.70613256941285,25.974879634833812,16.70613256941285,25.974879634833812,47.431650161743164,55.36602783203125,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,64.31649657005134,64.31649657005134,16.70613256941285,16.70613256941285,83142.0,华东,False,Ningde,132.0,135.0,147.0,146.0,False,False
宁波,宁波市,5,872.0,358,800.0020958627326,1355.1254612342263,1058.6737883119583,1765.6956095535509,67.78364334106445,84.60758972167967,1.2090412224215918,1.616553352520543,road_outside,Road outside historical hotspots,km,1.0,59.03527892790854,59.957887564756405,800.0020958627326,1058.6737883119583,131726.0,华东,False,Ningbo,7.0,5.0,155.0,155.0,False,False
安庆,安庆市,2,104.0,42,66.31237910437613,96.04580430099546,75.70493056499618,110.879159989241,75.10396575927734,78.83638000488281,1.188475614728627,1.3565971074436256,road_outside,Road outside historical hotspots,km,1.0,69.04245280362429,68.27696978615467,66.31237910437613,75.70493056499618,59176.0,华东,False,Anqing,67.0,71.0,124.0,127.0,False,False
安阳,安阳市,2,343.0,158,293.35107769567435,378.6014081186895,293.35107769567435,378.6014081186895,48.63548278808594,64.88201904296875,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,77.4828279570768,77.4828279570768,293.35107769567435,293.35107769567435,41979.0,华中,False,Anyang,22.0,26.0,95.0,95.0,False,False
安顺,安顺市,1,1.0,1,2.5601580998348,2.5601580998348,2.5601580998348,2.5601580998348,70.3630142211914,70.3630142211914,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,100.0,100.0,2.5601580998348,2.5601580998348,39139.0,西南,False,Anshun,171.0,171.0,33.0,33.0,False,False
宜宾,宜宾市,2,82.0,15,24.822580134891354,25.899017815681013,24.822580134891354,25.899017815681013,51.94028854370117,56.21794891357422,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,95.84371234287536,95.84371234287536,24.822580134891354,24.822580134891354,61048.0,西南,False,Yibin,114.0,122.0,41.0,40.0,False,False
宜昌,宜昌市,2,240.0,51,90.1189410074139,123.96990817755604,124.67456369941665,172.18389764459795,62.96310234069824,80.45974731445312,1.2148597333431572,1.4297194666863144,road_outside,Road outside historical hotspots,km,1.0,72.69420646689593,72.40779504059981,90.1189410074139,124.67456369941665,106802.0,华中,False,Yichang,58.0,50.0,112.0,112.0,False,False
宜春,宜春市,1,46.0,4,7.825225541108725,8.915603820860682,11.009019734506865,12.54303251622231,79.95231628417967,79.95231628417967,1.4068629302340903,1.4068629302340903,road_outside,Road outside historical hotspots,km,1.0,87.77000075754043,87.77000075754043,7.825225541108725,11.009019734506865,55686.0,华东,False,Yichun,156.0,153.0,65.0,68.0,False,False
宝鸡,宝鸡市,3,40.0,26,38.70228187186891,67.48511022095676,38.70228187186891,67.48511022095676,44.44083023071289,54.84000015258789,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,57.34936454152867,57.34936454152867,38.70228187186891,38.70228187186891,68582.0,西北,False,Baoji,90.0,95.0,158.0,158.0,False,False
宣城,宣城市,2,18.0,8,15.865130332695076,17.585550869343642,15.865130332695076,17.585550869343642,60.74458312988281,61.32528305053711,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,90.21685161055873,90.21685161055873,15.865130332695076,15.865130332695076,64300.0,华东,False,Xuancheng,136.0,138.0,60.0,60.0,False,False
岳阳,岳阳市,2,79.0,31,73.26249791736598,98.24945366122019,142.4859269740555,178.9288731148701,81.15538597106934,103.49646759033205,1.5,2.0,road_outside,Road outside historical hotspots,km,1.0,74.56784255512176,79.63271913224497,73.26249791736598,142.4859269740555,79238.0,华中,False,Yueyang,62.0,44.0,109.0,88.0,False,False
崇左,崇左市,1,10.0,4,2.575266290514956,2.575266290514956,2.8105220221072633,2.8105220221072633,72.94775390625,72.94775390625,1.0913520021050969,1.0913520021050969,road_outside,Road outside historical hotspots,km,1.0,100.0,100.0,2.575266290514956,2.8105220221072633,38708.0,华南,False,Chongzuo,170.0,170.0,32.0,32.0,False,False
巴中,巴中市,1,10.0,4,0.7515366615745318,0.7515366615745318,0.7515366615745318,0.7515366615745318,64.32393646240234,64.32393646240234,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,100.0,100.0,0.7515366615745318,0.7515366615745318,28302.0,西南,False,Bazhong,176.0,176.0,35.0,35.0,False,False
常州,常州市,2,33.0,25,53.76088351614704,57.77786889651057,53.76088351614704,57.77786889651057,58.64192008972168,65.37018585205078,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,93.04753626763458,93.04753626763458,53.76088351614704,53.76088351614704,147828.0,华东,False,Changzhou,79.0,84.0,49.0,50.0,False,False
平顶山,平顶山市,2,18.0,11,14.124640182268791,14.124640182268791,14.124640182268791,14.124640182268791,50.464420318603516,53.93280029296874,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,100.0,100.0,14.124640182268791,14.124640182268791,49215.0,华中,False,Pingdingshan,140.0,142.0,14.0,16.0,False,False
广元,广元市,2,12.0,5,2.4074155831945796,3.4273263567564958,2.4074155831945796,3.4273263567564958,53.69725036621094,54.42211532592773,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,70.2417958665855,70.2417958665855,2.4074155831945796,2.4074155831945796,43636.0,西南,False,Guangyuan,173.0,173.0,118.0,118.0,False,False
广安,广安市,2,18.0,6,7.051111045614574,7.051111045614574,10.368930782749494,10.368930782749494,79.96369934082031,93.12347412109376,1.5,2.0,road_outside,Road outside historical hotspots,km,1.0,100.0,100.0,7.051111045614574,10.368930782749494,40048.0,西南,False,Guangan,158.0,154.0,23.0,20.0,False,False
广州,广州市,6,917.0,362,974.4742814100715,1355.1819851250727,1146.584799017307,1593.5046890529263,65.2979081471761,90.1312484741211,1.1442265005210792,1.8653590031264755,road_outside,Road outside historical hotspots,km,1.0,71.90726353406588,71.95365077330027,974.4742814100715,1146.584799017307,133506.0,华南,False,Guangzhou,4.0,4.0,113.0,113.0,False,False
庆阳,庆阳市,1,3.0,3,4.457981797124508,6.467179567708969,4.457981797124508,6.467179567708969,50.959999084472656,50.959999084472656,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,68.9323954971575,68.9323954971575,4.457981797124508,4.457981797124508,34620.0,西北,False,Qingyang,165.0,167.0,125.0,123.0,False,False
廊坊,廊坊市,2,160.0,48,53.22934919547398,68.89874711129909,53.22934919547398,68.89874711129909,68.9351921081543,70.259033203125,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,77.25735434562728,77.25735434562728,53.22934919547398,53.22934919547398,60129.0,华北,False,Langfang,80.0,85.0,96.0,96.0,False,False
延安,延安市,1,4.0,4,8.90480941681624,8.90480941681624,8.90480941681624,8.90480941681624,55.77000045776368,55.77000045776368,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,100.0,100.0,8.90480941681624,8.90480941681624,70240.0,西北,False,Yanan,155.0,157.0,21.0,22.0,False,False
开封,开封市,2,181.0,34,22.18555293699766,30.3318458717934,31.304510767474003,42.640826068598855,82.93410110473633,86.25491333007812,1.5411733475670917,1.6907547904650815,road_outside,Road outside historical hotspots,km,1.0,73.1427722228694,73.41440974223286,22.18555293699766,31.304510767474003,49106.0,华中,False,Kaifeng,119.0,110.0,111.0,111.0,False,False
张家界,张家界市,1,8.0,5,5.491902710310807,5.491902710310807,5.491902710310807,5.491902710310807,63.89422225952149,63.89422225952149,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,100.0,100.0,5.491902710310807,5.491902710310807,36623.0,华中,False,Zhangjiajie,161.0,161.0,25.0,25.0,False,False
徐州,徐州市,2,36.0,27,61.39312801503277,72.28495318762585,61.39312801503277,72.28495318762585,49.87173271179199,54.0761833190918,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,84.93209901606798,84.93209901606798,61.39312801503277,61.39312801503277,80614.0,华东,False,Xuzhou,69.0,76.0,75.0,74.0,False,False
德州,德州市,2,28.0,17,35.74488449680453,46.813411025871794,35.74488449680453,46.813411025871794,54.99170112609863,62.88340377807618,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,76.35607769972123,76.35607769972123,35.74488449680453,35.74488449680453,54883.0,华东,False,Dezhou,98.0,104.0,101.0,101.0,False,False
德阳,德阳市,3,303.0,94,30.71923269731841,46.39395613280917,30.71923269731841,46.39395613280917,58.2171262105306,61.682899475097656,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,66.21386761969667,66.21386761969667,30.71923269731841,30.71923269731841,69483.0,西南,False,Deyang,107.0,112.0,138.0,140.0,False,False
怀化,怀化市,2,27.0,22,17.02490493809669,18.130889347188518,17.02490493809669,18.130889347188518,52.20021057128906,62.18960571289063,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,93.89999912352161,93.89999912352161,17.02490493809669,17.02490493809669,36503.0,华中,False,Huaihua,130.0,133.0,47.0,46.0,False,False
恩施土家族苗族,恩施土家族苗族自治州,1,214.0,14,4.789927172117391,4.789927172117391,4.789927172117391,4.789927172117391,51.69566345214844,51.69566345214844,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,100.0,100.0,4.789927172117391,4.789927172117391,63609.0,,True,Enshitujiazu,163.0,164.0,26.0,27.0,False,False
惠州,惠州市,3,210.0,91,148.95023038919769,195.86220623217315,217.54677640588372,283.9899362374763,81.8773676554362,102.26459503173828,1.3947102588344384,2.0,road_outside,Road outside historical hotspots,km,1.0,76.04847982393986,76.60369211955741,148.95023038919769,217.54677640588372,69666.0,华南,False,Huizhou,39.0,31.0,103.0,100.0,False,False
成都,成都市,5,2813.0,665,1000.4742021643754,1420.1083667702758,1000.4742021643754,1420.1083667702758,61.929589080810544,67.71067810058594,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,70.45055332219005,70.45055332219005,1000.4742021643754,1000.4742021643754,84566.0,西南,False,Chengdu,3.0,6.0,117.0,117.0,False,False
扬州,扬州市,2,35.0,17,34.25227773352357,44.076529753585795,34.25227773352357,44.076529753585795,53.600589752197266,56.54750061035156,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,77.71092217335239,77.71092217335239,34.25227773352357,34.25227773352357,132638.0,华东,False,Yangzhou,99.0,105.0,93.0,94.0,False,False
抚州,抚州市,1,15.0,8,11.108961794024626,17.008935283260815,11.108961794024626,17.008935283260815,53.88334274291992,53.88334274291992,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,65.31250550972116,65.31250550972116,11.108961794024626,11.108961794024626,43439.0,华东,False,Fuzhou,150.0,152.0,144.0,144.0,False,False
揭阳,揭阳市,1,16.0,16,20.283879028514463,20.546064536583454,24.27608768466573,24.589875711826807,75.28914642333984,75.28914642333984,1.1968168243627928,1.1968168243627928,road_outside,Road outside historical hotspots,km,1.0,98.72391373247098,98.72391373247098,20.283879028514463,24.27608768466573,37672.0,华南,False,Jieyang,125.0,123.0,38.0,38.0,False,False
新乡,新乡市,3,2519.0,304,488.548081637207,639.3592123252366,577.0542475487603,765.4691679892269,76.96704228719075,97.36841583251952,1.3792900867227604,2.0,road_outside,Road outside historical hotspots,km,1.0,76.41214394337791,75.38569437938246,488.548081637207,577.0542475487603,48154.0,华中,False,Xinxiang,15.0,15.0,100.0,108.0,False,False
无锡,无锡市,3,116.0,55,174.28504992336647,224.49914164343198,194.7045290360583,249.39530945001576,61.2757199605306,74.61311340332033,1.0554552806589201,1.16636584197676,road_outside,Road outside historical hotspots,km,1.0,77.63283576388027,78.07064594175189,174.28504992336647,194.7045290360583,165824.0,华东,False,Wuxi,35.0,36.0,94.0,91.0,False,False
昆明,昆明市,7,2929.0,441,683.6647705922709,1223.6074252489914,683.6647705922709,1223.6074252489914,35.88743509565081,53.49245834350586,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,55.872885084295085,55.872885084295085,683.6647705922709,683.6647705922709,79595.0,西南,False,Kunming,8.0,10.0,160.0,160.0,False,False
晋城,晋城市,1,24.0,13,21.701357193921325,25.775994911918552,25.696081529390153,30.520767011905164,75.00631713867188,75.00631713867188,1.1840771662238605,1.1840771662238605,road_outside,Road outside historical hotspots,km,1.0,84.19212243049769,84.1921224304977,21.701357193921325,25.696081529390153,65100.0,华北,False,Jincheng,121.0,117.0,78.0,78.0,False,False
景德镇,景德镇市,3,340.0,79,96.83539528226883,158.13974605810125,97.05703677489315,159.06605865127614,65.74795405069987,71.86345672607422,1.014170439747825,1.0425113192434752,road_outside,Road outside historical hotspots,km,1.0,61.23406524675402,61.01681125303629,96.83539528226883,97.05703677489315,59082.0,华东,False,Jingdezhen,57.0,64.0,153.0,153.0,False,False
杭州,杭州市,7,385.0,173,525.370668089398,702.7732602051627,636.6852722004688,864.7966137078555,73.53802163260323,154.96066284179688,1.1903756965672714,2.0,road_outside,Road outside historical hotspots,km,1.0,74.75678114674211,73.62254455075295,525.370668089398,636.6852722004688,134551.0,华东,False,Hangzhou,11.0,11.0,108.0,110.0,False,False
枣庄,枣庄市,2,32.0,17,12.097564074817557,36.43805018780101,12.097564074817557,36.43805018780101,47.881330490112305,49.867305755615234,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,33.20036064626659,33.20036064626659,12.097564074817557,12.097564074817557,44902.0,华东,False,Zaozhuang,147.0,150.0,176.0,176.0,False,False
柳州,柳州市,3,163.0,43,106.56479865611705,119.67901029257615,139.9640784231949,158.21695634366074,82.2008794148763,91.804931640625,1.5081463797980614,1.940747771298685,road_outside,Road outside historical hotspots,km,1.0,89.04217907183629,88.4633870210352,106.56479865611705,139.9640784231949,76367.0,华南,False,Liuzhou,55.0,46.0,63.0,65.0,False,False
株洲,株洲市,3,163.0,58,71.89753347669296,93.57265813608122,105.63230815638192,138.9001685615697,70.77059809366862,85.81729888916016,1.4146455562674192,1.6710430467519093,road_outside,Road outside historical hotspots,km,1.0,76.8360490220696,76.04908564927963,71.89753347669296,105.63230815638192,79635.0,华中,False,Zhuzhou,64.0,59.0,99.0,103.0,False,False
桂林,桂林市,3,287.0,83,120.29802943176249,178.28053451112885,120.3644196937506,178.3931073088926,68.37057240804036,71.01178741455078,1.001383013475276,1.0041490404258278,road_outside,Road outside historical hotspots,km,1.0,67.47681667078079,67.47145195769043,120.29802943176249,120.3644196937506,43213.0,华南,False,Guilin,47.0,52.0,131.0,132.0,False,False
梅州,梅州市,2,38.0,6,12.680468036484415,12.680468036484415,12.680468036484415,12.680468036484415,64.90172004699707,68.54344177246094,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,100.0,100.0,12.680468036484415,12.680468036484415,31213.0,华南,False,Meizhou,144.0,146.0,16.0,18.0,False,False
梧州,梧州市,1,9.0,4,10.163961678322837,10.163961678322837,10.163961678322837,10.163961678322837,62.07012939453125,62.07012939453125,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,100.0,100.0,10.163961678322837,10.163961678322837,38345.0,华南,False,Wuzhou,151.0,155.0,19.0,21.0,False,False
榆林,榆林市,2,38.0,27,58.76288017678799,63.33356663364185,58.76288017678799,63.33356663364185,48.19119644165039,53.579872131347656,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,92.7831532316925,92.7831532316925,58.76288017678799,58.76288017678799,112662.0,西北,False,Yulin,73.0,79.0,51.0,52.0,False,False
武汉,武汉市,5,688.0,280,595.3868703007888,942.3772133112317,713.4829441855074,1120.9659397529601,63.97886276245117,80.79363250732422,1.1063203529673307,1.4447588683516077,road_outside,Road outside historical hotspots,km,1.0,63.17925156623614,63.648940514887165,595.3868703007888,713.4829441855074,126650.0,华中,False,Wuhan,9.0,9.0,149.0,149.0,False,False
永州,永州市,1,16.0,11,24.018100148070385,24.018100148070385,24.018100148070385,24.018100148070385,51.28487777709961,51.28487777709961,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,100.0,100.0,24.018100148070385,24.018100148070385,39722.0,华中,False,Yongzhou,116.0,124.0,8.0,10.0,False,False
汕头,汕头市,3,752.0,130,138.89159355413437,164.64770473563794,138.89159355413437,164.64770473563794,43.58767954508463,55.36534881591797,1.0,1.0,road_outside,Road outside historical hotspots,km,1.0,84.35683557031167,84.35683557031167,138.89159355413437,138.89159355413437,49646.0,华南,False,Shantou,41.0,47.0,77.0,77.0,False,False
